asset_id,asset_name,owner_name,owner_classification,percentage_of_ownership,owner_direct_parent,owner_grouping,operator_name,percentage_of_operation,data_source,url,recency,created_date,original_inventory_sector
5110063,Adar-Yale,Dar Petroleum Operating Company,,0,China National Petroleum (China) and PETRONAS (Malaysia),China; Malaysia,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.938417,oil-and-gas-production-and-transport
5110063,Adar-Yale,Dar Petroleum Operating Company,,0,China National Petroleum (China) and PETRONAS (Malaysia),China; Malaysia,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.939004,oil-and-gas-production-and-transport
5110063,Adar-Yale,Dar Petroleum Operating Company,,0,China National Petroleum (China) and PETRONAS (Malaysia),China; Malaysia,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.939759,oil-and-gas-production-and-transport
5110063,Adar-Yale,Dar Petroleum Operating Company,,0,China National Petroleum (China) and PETRONAS (Malaysia),China; Malaysia,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.940331,oil-and-gas-production-and-transport
5110063,Adar-Yale,Nilepet,,8,Nilepet (South Sudan),China; Malaysia,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.936419,oil-and-gas-production-and-transport
5110063,Adar-Yale,Nilepet,,8,Nilepet (South Sudan),China; Malaysia,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.936982,oil-and-gas-production-and-transport
5110063,Adar-Yale,Nilepet,,8,Nilepet (South Sudan),China; Malaysia,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.937544,oil-and-gas-production-and-transport
5110063,Adar-Yale,Nilepet,,8,Nilepet (South Sudan),China; Malaysia,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.938105,oil-and-gas-production-and-transport
5110063,Adar-Yale,Nilepet,,8,Nilepet (South Sudan),China; Malaysia,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.938714,oil-and-gas-production-and-transport
5110063,Adar-Yale,Nilepet,,8,Nilepet (South Sudan),China; Malaysia,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.939451,oil-and-gas-production-and-transport
5110063,Adar-Yale,Nilepet,,8,Nilepet (South Sudan),China; Malaysia,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.940048,oil-and-gas-production-and-transport
5110063,Adar-Yale,Petronas,,40,PETRONAS (Malaysia),China; Malaysia,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.936326,oil-and-gas-production-and-transport
5110063,Adar-Yale,Petronas,,40,PETRONAS (Malaysia),China; Malaysia,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.936888,oil-and-gas-production-and-transport
5110063,Adar-Yale,Petronas,,40,PETRONAS (Malaysia),China; Malaysia,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.937451,oil-and-gas-production-and-transport
5110063,Adar-Yale,Petronas,,40,PETRONAS (Malaysia),China; Malaysia,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.938012,oil-and-gas-production-and-transport
5110063,Adar-Yale,Petronas,,40,PETRONAS (Malaysia),China; Malaysia,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.938607,oil-and-gas-production-and-transport
5110063,Adar-Yale,Petronas,,40,PETRONAS (Malaysia),China; Malaysia,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.939207,oil-and-gas-production-and-transport
5110063,Adar-Yale,Petronas,,40,PETRONAS (Malaysia),China; Malaysia,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.939953,oil-and-gas-production-and-transport
5110063,Adar-Yale,Sinopec Group,,6,Sinopec Group (China),China; Malaysia,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.936512,oil-and-gas-production-and-transport
5110063,Adar-Yale,Sinopec Group,,6,Sinopec Group (China),China; Malaysia,"",,"","",2016-12-31 00:00:00,2022-10-03 17:16:34.937075,oil-and-gas-production-and-transport
5110063,Adar-Yale,Sinopec Group,,6,Sinopec Group (China),China; Malaysia,"",,"","",2017-12-31 00:00:00,2022-10-03 17:16:34.937639,oil-and-gas-production-and-transport
5110063,Adar-Yale,Sinopec Group,,6,Sinopec Group (China),China; Malaysia,"",,"","",2018-12-31 00:00:00,2022-10-03 17:16:34.938198,oil-and-gas-production-and-transport
5110063,Adar-Yale,Sinopec Group,,6,Sinopec Group (China),China; Malaysia,"",,"","",2019-12-31 00:00:00,2022-10-03 17:16:34.938817,oil-and-gas-production-and-transport
5110063,Adar-Yale,Sinopec Group,,6,Sinopec Group (China),China; Malaysia,"",,"","",2020-12-31 00:00:00,2022-10-03 17:16:34.939559,oil-and-gas-production-and-transport
5110063,Adar-Yale,Sinopec Group,,6,Sinopec Group (China),China; Malaysia,"",,"","",2021-12-31 00:00:00,2022-10-03 17:16:34.940142,oil-and-gas-production-and-transport
5110063,Adar-Yale,Tri-Ocean Energy,,5,Egypt Kuwait Holding,China; Malaysia,"",,"","",2015-12-31 00:00:00,2022-10-03 17:16:34.936605,oil-and-gas-production-and-transport
